order_number,product_name,lock_time,config_version,attribute,value,value_code,code,included
SO001877931108428,智己LS8 52 Max+ 科技旗舰大五座,2026-06-15 21:15:36,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO001908362231299,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 19:22:47,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO001908362231299,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 19:22:47,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO001908362231299,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 19:22:47,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO001908362231299,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 19:22:47,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO001908362231299,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 19:22:47,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO001908362231299,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 19:22:47,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO001908362231299,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 19:22:47,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO001918718102608,智己LS8 66 Ultra 科技旗舰大五座,2026-04-18 10:30:54,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO001918718102608,智己LS8 66 Ultra 科技旗舰大五座,2026-04-18 10:30:54,科技旗舰大五座 66 Ultra,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO001918718102608,智己LS8 66 Ultra 科技旗舰大五座,2026-04-18 10:30:54,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO001918718102608,智己LS8 66 Ultra 科技旗舰大五座,2026-04-18 10:30:54,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO001918718102608,智己LS8 66 Ultra 科技旗舰大五座,2026-04-18 10:30:54,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO001918718102608,智己LS8 66 Ultra 科技旗舰大五座,2026-04-18 10:30:54,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO001918718102608,智己LS8 66 Ultra 科技旗舰大五座,2026-04-18 10:30:54,科技旗舰大五座 66 Ultra,已选,奢华智选包及一体式超广域探射灯,Plus,Plus,True
SO001918718102608,智己LS8 66 Ultra 科技旗舰大五座,2026-04-18 10:30:54,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO001996929057004,智己LS8 66 Ultra 科技旗舰大五座,2026-04-25 20:15:06,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO001996929057004,智己LS8 66 Ultra 科技旗舰大五座,2026-04-25 20:15:06,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO001996929057004,智己LS8 66 Ultra 科技旗舰大五座,2026-04-25 20:15:06,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO001996929057004,智己LS8 66 Ultra 科技旗舰大五座,2026-04-25 20:15:06,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO001996929057004,智己LS8 66 Ultra 科技旗舰大五座,2026-04-25 20:15:06,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO001996929057004,智己LS8 66 Ultra 科技旗舰大五座,2026-04-25 20:15:06,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO001996929057004,智己LS8 66 Ultra 科技旗舰大五座,2026-04-25 20:15:06,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO001996929057004,智己LS8 66 Ultra 科技旗舰大五座,2026-04-25 20:15:06,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO002005172438808,智己LS8 52 Max+ 科技旗舰大五座,2026-06-10 21:12:12,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,是,Y,Y,True
SO002005172438808,智己LS8 52 Max+ 科技旗舰大五座,2026-06-10 21:12:12,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002005172438808,智己LS8 52 Max+ 科技旗舰大五座,2026-06-10 21:12:12,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002005172438808,智己LS8 52 Max+ 科技旗舰大五座,2026-06-10 21:12:12,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO002005172438808,智己LS8 52 Max+ 科技旗舰大五座,2026-06-10 21:12:12,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO002005172438808,智己LS8 52 Max+ 科技旗舰大五座,2026-06-10 21:12:12,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002005172438808,智己LS8 52 Max+ 科技旗舰大五座,2026-06-10 21:12:12,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO002068815856514,智己LS8 52 Max+ 科技旗舰大五座,2026-06-06 21:36:35,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,是,Y,Y,True
SO002068815856514,智己LS8 52 Max+ 科技旗舰大五座,2026-06-06 21:36:35,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO002068815856514,智己LS8 52 Max+ 科技旗舰大五座,2026-06-06 21:36:35,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002068815856514,智己LS8 52 Max+ 科技旗舰大五座,2026-06-06 21:36:35,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO002068815856514,智己LS8 52 Max+ 科技旗舰大五座,2026-06-06 21:36:35,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO002068815856514,智己LS8 52 Max+ 科技旗舰大五座,2026-06-06 21:36:35,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002068815856514,智己LS8 52 Max+ 科技旗舰大五座,2026-06-06 21:36:35,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO002074820715845,智己LS8 66 Ultra 科技旗舰大五座,2026-06-10 11:07:57,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO002074820715845,智己LS8 66 Ultra 科技旗舰大五座,2026-06-10 11:07:57,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002074820715845,智己LS8 66 Ultra 科技旗舰大五座,2026-06-10 11:07:57,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002074820715845,智己LS8 66 Ultra 科技旗舰大五座,2026-06-10 11:07:57,科技旗舰大五座 66 Ultra,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO002074820715845,智己LS8 66 Ultra 科技旗舰大五座,2026-06-10 11:07:57,科技旗舰大五座 66 Ultra,全线控转向系统,是,Y,Y,True
SO002074820715845,智己LS8 66 Ultra 科技旗舰大五座,2026-06-10 11:07:57,科技旗舰大五座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO002074820715845,智己LS8 66 Ultra 科技旗舰大五座,2026-06-10 11:07:57,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO002074820715845,智己LS8 66 Ultra 科技旗舰大五座,2026-06-10 11:07:57,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO002086351327661,智己LS8 66 Ultra 科技旗舰大五座,2026-04-21 17:50:47,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO002086351327661,智己LS8 66 Ultra 科技旗舰大五座,2026-04-21 17:50:47,科技旗舰大五座 66 Ultra,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO002086351327661,智己LS8 66 Ultra 科技旗舰大五座,2026-04-21 17:50:47,科技旗舰大五座 66 Ultra,轮毂,21英寸星夜黑超多辐豪华轮辋,SD-TI21,SD-TI21,True
SO002086351327661,智己LS8 66 Ultra 科技旗舰大五座,2026-04-21 17:50:47,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO002086351327661,智己LS8 66 Ultra 科技旗舰大五座,2026-04-21 17:50:47,科技旗舰大五座 66 Ultra,全线控转向系统,是,Y,Y,True
SO002086351327661,智己LS8 66 Ultra 科技旗舰大五座,2026-04-21 17:50:47,科技旗舰大五座 66 Ultra,外饰,阿尔卑斯白,EX1-WSE,EX1-WSE,True
SO002086351327661,智己LS8 66 Ultra 科技旗舰大五座,2026-04-21 17:50:47,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO002086351327661,智己LS8 66 Ultra 科技旗舰大五座,2026-04-21 17:50:47,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO002191046114563,智己LS8 52 Max+ 奢享大六座,2026-04-17 20:20:16,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002191046114563,智己LS8 52 Max+ 奢享大六座,2026-04-17 20:20:16,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002191046114563,智己LS8 52 Max+ 奢享大六座,2026-04-17 20:20:16,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO002191046114563,智己LS8 52 Max+ 奢享大六座,2026-04-17 20:20:16,奢享大六座 52 Max+,外饰,乔戈里银,EX1-SSA,EX1-SSA,True
SO002191046114563,智己LS8 52 Max+ 奢享大六座,2026-04-17 20:20:16,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002191046114563,智己LS8 52 Max+ 奢享大六座,2026-04-17 20:20:16,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO002218453615009,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 16:52:38,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO002218453615009,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 16:52:38,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002218453615009,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 16:52:38,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002218453615009,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 16:52:38,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO002218453615009,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 16:52:38,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO002218453615009,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 16:52:38,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002218453615009,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 16:52:38,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO002433077892512,智己LS8 66 Ultra 科技旗舰大五座,2026-04-26 12:56:55,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO002433077892512,智己LS8 66 Ultra 科技旗舰大五座,2026-04-26 12:56:55,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002433077892512,智己LS8 66 Ultra 科技旗舰大五座,2026-04-26 12:56:55,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002433077892512,智己LS8 66 Ultra 科技旗舰大五座,2026-04-26 12:56:55,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO002433077892512,智己LS8 66 Ultra 科技旗舰大五座,2026-04-26 12:56:55,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO002433077892512,智己LS8 66 Ultra 科技旗舰大五座,2026-04-26 12:56:55,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO002433077892512,智己LS8 66 Ultra 科技旗舰大五座,2026-04-26 12:56:55,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO002433077892512,智己LS8 66 Ultra 科技旗舰大五座,2026-04-26 12:56:55,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO002455986634552,智己LS8 52 Max+ 奢享大六座,2026-04-23 16:01:57,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002455986634552,智己LS8 52 Max+ 奢享大六座,2026-04-23 16:01:57,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002455986634552,智己LS8 52 Max+ 奢享大六座,2026-04-23 16:01:57,奢享大六座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO002455986634552,智己LS8 52 Max+ 奢享大六座,2026-04-23 16:01:57,奢享大六座 52 Max+,外饰,阿尔卑斯白,EX1-WSE,EX1-WSE,True
SO002455986634552,智己LS8 52 Max+ 奢享大六座,2026-04-23 16:01:57,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002455986634552,智己LS8 52 Max+ 奢享大六座,2026-04-23 16:01:57,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO002456017440271,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 14:57:15,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO002456017440271,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 14:57:15,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002456017440271,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 14:57:15,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002456017440271,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 14:57:15,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO002456017440271,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 14:57:15,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO002456017440271,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 14:57:15,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002456017440271,智己LS8 52 Max+ 科技旗舰大五座,2026-04-25 14:57:15,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO002555285353852,智己LS8 66 Ultra 科技旗舰大五座,2026-05-15 16:24:47,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO002555285353852,智己LS8 66 Ultra 科技旗舰大五座,2026-05-15 16:24:47,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002555285353852,智己LS8 66 Ultra 科技旗舰大五座,2026-05-15 16:24:47,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002555285353852,智己LS8 66 Ultra 科技旗舰大五座,2026-05-15 16:24:47,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO002555285353852,智己LS8 66 Ultra 科技旗舰大五座,2026-05-15 16:24:47,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO002555285353852,智己LS8 66 Ultra 科技旗舰大五座,2026-05-15 16:24:47,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO002555285353852,智己LS8 66 Ultra 科技旗舰大五座,2026-05-15 16:24:47,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO002555285353852,智己LS8 66 Ultra 科技旗舰大五座,2026-05-15 16:24:47,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO002561927786178,智己LS8 52 Max+ 科技旗舰大五座,2026-07-05 19:10:12,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO002561927786178,智己LS8 52 Max+ 科技旗舰大五座,2026-07-05 19:10:12,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002561927786178,智己LS8 52 Max+ 科技旗舰大五座,2026-07-05 19:10:12,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002561927786178,智己LS8 52 Max+ 科技旗舰大五座,2026-07-05 19:10:12,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO002561927786178,智己LS8 52 Max+ 科技旗舰大五座,2026-07-05 19:10:12,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO002561927786178,智己LS8 52 Max+ 科技旗舰大五座,2026-07-05 19:10:12,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002561927786178,智己LS8 52 Max+ 科技旗舰大五座,2026-07-05 19:10:12,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO002662096979512,智己LS8 52 Max+ 奢享大六座,2026-04-19 20:13:40,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002662096979512,智己LS8 52 Max+ 奢享大六座,2026-04-19 20:13:40,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002662096979512,智己LS8 52 Max+ 奢享大六座,2026-04-19 20:13:40,奢享大六座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO002662096979512,智己LS8 52 Max+ 奢享大六座,2026-04-19 20:13:40,奢享大六座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO002662096979512,智己LS8 52 Max+ 奢享大六座,2026-04-19 20:13:40,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002662096979512,智己LS8 52 Max+ 奢享大六座,2026-04-19 20:13:40,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO002874487489398,智己LS8 52 Max+ 科技旗舰大五座,2026-07-18 10:46:47,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO002874487489398,智己LS8 52 Max+ 科技旗舰大五座,2026-07-18 10:46:47,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO002874487489398,智己LS8 52 Max+ 科技旗舰大五座,2026-07-18 10:46:47,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO002874487489398,智己LS8 52 Max+ 科技旗舰大五座,2026-07-18 10:46:47,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO002874487489398,智己LS8 52 Max+ 科技旗舰大五座,2026-07-18 10:46:47,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO002874487489398,智己LS8 52 Max+ 科技旗舰大五座,2026-07-18 10:46:47,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO002874487489398,智己LS8 52 Max+ 科技旗舰大五座,2026-07-18 10:46:47,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO003009084924091,智己LS8 66 Ultra 科技旗舰大五座,2026-06-22 13:35:47,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO003009084924091,智己LS8 66 Ultra 科技旗舰大五座,2026-06-22 13:35:47,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO003009084924091,智己LS8 66 Ultra 科技旗舰大五座,2026-06-22 13:35:47,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO003009084924091,智己LS8 66 Ultra 科技旗舰大五座,2026-06-22 13:35:47,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO003009084924091,智己LS8 66 Ultra 科技旗舰大五座,2026-06-22 13:35:47,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO003009084924091,智己LS8 66 Ultra 科技旗舰大五座,2026-06-22 13:35:47,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO003009084924091,智己LS8 66 Ultra 科技旗舰大五座,2026-06-22 13:35:47,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO003009084924091,智己LS8 66 Ultra 科技旗舰大五座,2026-06-22 13:35:47,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO003311162073628,智己LS8 52 Max+ 科技旗舰大五座,2026-05-16 20:38:14,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO003311162073628,智己LS8 52 Max+ 科技旗舰大五座,2026-05-16 20:38:14,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO003311162073628,智己LS8 52 Max+ 科技旗舰大五座,2026-05-16 20:38:14,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO003311162073628,智己LS8 52 Max+ 科技旗舰大五座,2026-05-16 20:38:14,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO003311162073628,智己LS8 52 Max+ 科技旗舰大五座,2026-05-16 20:38:14,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO003311162073628,智己LS8 52 Max+ 科技旗舰大五座,2026-05-16 20:38:14,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO003311162073628,智己LS8 52 Max+ 科技旗舰大五座,2026-05-16 20:38:14,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO003643058427907,智己LS8 66 Ultra 奢享大六座,2026-04-16 21:07:41,奢享大六座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO003643058427907,智己LS8 66 Ultra 奢享大六座,2026-04-16 21:07:41,奢享大六座 66 Ultra,轮毂,21英寸星夜黑超多辐豪华轮辋,SD-TI21,SD-TI21,True
